Region	Distance_to_Start	Sum_of_base_coverage	Count	Average_Read_Depth
5UTR	315	4754265	115609	41.1237
5UTR	316	4751481	115609	41.0996
5UTR	317	4751599	115609	41.1006
5UTR	318	4755710	115609	41.1362
5UTR	319	4755070	115609	41.1306
5UTR	320	4748770	115434	41.1384
5UTR	321	4740930	115084	41.1954
5UTR	322	4740901	115084	41.1951
5UTR	323	4742743	115084	41.2111
5UTR	324	4733563	114909	41.194
5UTR	325	4728353	114735	41.2111
5UTR	326	4721809	114385	41.28
5UTR	327	4722736	114385	41.2881
5UTR	328	4721698	114385	41.279
5UTR	329	4715058	114210	41.2841
5UTR	330	4713623	114210	41.2715
5UTR	331	4714480	114210	41.279
5UTR	332	4714489	114210	41.2791
5UTR	333	4705071	114035	41.2599
5UTR	334	4705698	114035	41.2654
5UTR	335	4705439	114035	41.2631
5UTR	336	4704716	114035	41.2568
5UTR	337	4703660	114035	41.2475
5UTR	338	4704137	114035	41.2517
5UTR	339	4697629	113860	41.2579
5UTR	340	4698438	113860	41.265
5UTR	341	4687186	113685	41.2296
5UTR	342	4678346	113510	41.2153
5UTR	343	4673888	113335	41.2396
5UTR	344	4672201	113335	41.2247
5UTR	345	4671776	113335	41.2209
5UTR	346	4674384	113335	41.244
5UTR	347	4663668	112985	41.2769
5UTR	348	4660387	112985	41.2478
5UTR	349	4661263	112985	41.2556
5UTR	350	4660356	112985	41.2476
5UTR	351	4659081	112985	41.2363
5UTR	352	4654203	112810	41.257
5UTR	353	4656734	112810	41.2794
5UTR	354	4649275	112635	41.2774
5UTR	355	4641511	112285	41.3369
5UTR	356	4639179	112285	41.3161
5UTR	357	4638898	112110	41.3781
5UTR	358	4641620	112110	41.4024
5UTR	359	4640570	111935	41.4577
5UTR	360	4631806	111760	41.4442
5UTR	361	4615993	111411	41.4321
5UTR	362	4606867	111237	41.4149
5UTR	363	4600482	111062	41.4226
5UTR	364	4590110	110887	41.3945
5UTR	365	4585087	110712	41.4145
5UTR	366	4586696	110712	41.4291
5UTR	367	4589963	110712	41.4586
5UTR	368	4582397	110537	41.4558
5UTR	369	4583277	110537	41.4637
5UTR	370	4586530	110537	41.4932
5UTR	371	4587052	110537	41.4979
5UTR	372	4588290	110537	41.5091
5UTR	373	4577565	110188	41.5432
5UTR	374	4575044	110013	41.5864
5UTR	375	4575573	110013	41.5912
5UTR	376	4571044	109838	41.6162
5UTR	377	4565843	109663	41.6352
5UTR	378	4563475	109489	41.6798
5UTR	379	4561069	109489	41.6578
5UTR	380	4559594	109489	41.6443
5UTR	381	4557160	109314	41.6887
5UTR	382	4557172	109314	41.6888
5UTR	383	4552242	109139	41.7105
5UTR	384	4545201	108964	41.7129
5UTR	385	4544679	108964	41.7081
5UTR	386	4540777	108789	41.7393
5UTR	387	4538497	108789	41.7183
5UTR	388	4537074	108789	41.7053
5UTR	389	4537605	108789	41.7101
5UTR	390	4522192	108439	41.7026
5UTR	391	4521606	108264	41.7646
5UTR	392	4520112	108264	41.7508
5UTR	393	4522140	108264	41.7696
5UTR	394	4522383	108264	41.7718
5UTR	395	4523146	108264	41.7789
5UTR	396	4519442	108089	41.8122
5UTR	397	4518528	108089	41.8038
5UTR	398	4517541	108089	41.7946
5UTR	399	4516152	108089	41.7818
5UTR	400	4497490	107739	41.7443
5UTR	401	4496244	107739	41.7327
5UTR	402	4490569	107564	41.7479
5UTR	403	4486881	107389	41.7816
5UTR	404	4473307	107040	41.791
5UTR	405	4470119	106865	41.8296
5UTR	406	4469241	106865	41.8214
5UTR	407	4462263	106690	41.8246
5UTR	408	4461885	106690	41.821
5UTR	409	4462268	106690	41.8246
5UTR	410	4461765	106690	41.8199
5UTR	411	4462541	106690	41.8272
5UTR	412	4449672	106340	41.8438
5UTR	413	4448337	106340	41.8313
5UTR	414	4433775	105815	41.9012
5UTR	415	4420117	105640	41.8413
5UTR	416	4419860	105640	41.8389
5UTR	417	4409632	105465	41.8113
5UTR	418	4406045	105465	41.7773
5UTR	419	4399786	105290	41.7873
5UTR	420	4399536	105290	41.7849
5UTR	421	4398595	105290	41.776
5UTR	422	4398027	105290	41.7706
5UTR	423	4390808	105115	41.7715
5UTR	424	4391443	105115	41.7775
5UTR	425	4390030	105115	41.7641
5UTR	426	4389564	105115	41.7596
5UTR	427	4382108	104940	41.7582
5UTR	428	4380855	104940	41.7463
5UTR	429	4381270	104940	41.7502
5UTR	430	4382178	104940	41.7589
5UTR	431	4381755	104940	41.7549
5UTR	432	4381784	104940	41.7551
5UTR	433	4373854	104590	41.819
5UTR	434	4373403	104590	41.8147
5UTR	435	4374847	104590	41.8285
5UTR	436	4375660	104590	41.8363
5UTR	437	4376652	104590	41.8458
5UTR	438	4368577	104415	41.8386
5UTR	439	4368425	104415	41.8371
5UTR	440	4355847	104066	41.8566
5UTR	441	4356666	104066	41.8645
5UTR	442	4347510	103891	41.8468
5UTR	443	4346643	103891	41.8385
5UTR	444	4340906	103716	41.8538
5UTR	445	4334941	103541	41.8669
5UTR	446	4333236	103541	41.8504
5UTR	447	4333663	103541	41.8546
5UTR	448	4336280	103541	41.8798
5UTR	449	4330852	103367	41.8978
5UTR	450	4327324	103192	41.9347
5UTR	451	4327827	103192	41.9396
5UTR	452	4328396	103192	41.9451
5UTR	453	4321789	103017	41.9522
5UTR	454	4323897	103017	41.9727
5UTR	455	4317807	102842	41.9849
5UTR	456	4320590	102842	42.0119
5UTR	457	4310540	102667	41.9856
5UTR	458	4309305	102667	41.9736
5UTR	459	4311731	102667	41.9972
5UTR	460	4311233	102667	41.9924
5UTR	461	4312537	102667	42.0051
5UTR	462	4313075	102667	42.0103
5UTR	463	4306660	102492	42.0195
5UTR	464	4308468	102492	42.0371
5UTR	465	4309202	102492	42.0443
5UTR	466	4307048	102492	42.0233
5UTR	467	4305036	102492	42.0036
5UTR	468	4302902	102492	41.9828
5UTR	469	4301222	102492	41.9664
5UTR	470	4299125	102492	41.946
5UTR	471	4293048	102317	41.9583
5UTR	472	4292798	102317	41.9559
5UTR	473	4276124	101967	41.9364
5UTR	474	4265608	101792	41.9051
5UTR	475	4265645	101792	41.9055
5UTR	476	4262392	101617	41.9457
5UTR	477	4261400	101617	41.9359
5UTR	478	4260483	101617	41.9269
5UTR	479	4258849	101617	41.9108
5UTR	480	4258694	101617	41.9093
5UTR	481	4258018	101617	41.9026
5UTR	482	4256938	101617	41.892
5UTR	483	4256186	101617	41.8846
5UTR	484	4257603	101617	41.8985
5UTR	485	4257062	101617	41.8932
5UTR	486	4255921	101617	41.882
5UTR	487	4255459	101617	41.8774
5UTR	488	4255333	101617	41.8762
5UTR	489	4255644	101617	41.8793
5UTR	490	4256122	101617	41.884
5UTR	491	4256553	101617	41.8882
5UTR	492	4259722	101442	41.9917
5UTR	493	4252321	101268	41.9908
5UTR	494	4250031	101268	41.9682
5UTR	495	4243964	101094	41.9804
5UTR	496	4241443	101094	41.9554
5UTR	497	4239986	101094	41.941
5UTR	498	4239606	101094	41.9373
5UTR	499	4238586	101094	41.9272
5UTR	500	4238953	101094	41.9308
5UTR	501	4237231	101094	41.9138
5UTR	502	4233254	100919	41.947
5UTR	503	4231339	100919	41.9281
5UTR	504	4228229	100919	41.8973
5UTR	505	4227372	100919	41.8888
5UTR	506	4226656	100919	41.8817
5UTR	507	4224187	100919	41.8572
5UTR	508	4218319	100569	41.9445
5UTR	509	4219291	100569	41.9542
5UTR	510	4213480	100394	41.9694
5UTR	511	4212419	100394	41.9589
5UTR	512	4213184	100394	41.9665
5UTR	513	4209870	100219	42.0067
5UTR	514	4207955	100219	41.9876
5UTR	515	4207166	100044	42.0532
5UTR	516	4205178	100044	42.0333
5UTR	517	4195909	99869	42.0141
5UTR	518	4198334	99869	42.0384
5UTR	519	4197417	99869	42.0292
5UTR	520	4195985	99869	42.0149
5UTR	521	4196872	99869	42.0238
5UTR	522	4198924	99869	42.0443
5UTR	523	4199907	99869	42.0542
5UTR	524	4199083	99869	42.0459
5UTR	525	4198572	99869	42.0408
5UTR	526	4190139	99694	42.03
5UTR	527	4190794	99694	42.0366
5UTR	528	4191143	99694	42.0401
5UTR	529	4189293	99694	42.0215
5UTR	530	4189758	99694	42.0262
5UTR	531	4189384	99694	42.0224
5UTR	532	4186675	99694	41.9953
5UTR	533	4187294	99694	42.0015
5UTR	534	4182062	99520	42.0223
5UTR	535	4180816	99520	42.0098
5UTR	536	4179493	99520	41.9965
5UTR	537	4175686	99520	41.9583
5UTR	538	4177045	99520	41.9719
5UTR	539	4177478	99520	41.9763
5UTR	540	4178406	99520	41.9856
5UTR	541	4175340	99345	42.0287
5UTR	542	4178369	99345	42.0592
5UTR	543	4178508	99345	42.0606
5UTR	544	4178471	99345	42.0602
5UTR	545	4176775	99345	42.0431
5UTR	546	4170676	99170	42.0558
5UTR	547	4169812	99170	42.0471
5UTR	548	4169578	99170	42.0448
5UTR	549	4170040	99170	42.0494
5UTR	550	4171876	99170	42.0679
5UTR	551	4173592	99170	42.0852
5UTR	552	4170504	98995	42.1284
5UTR	553	4169392	98995	42.1172
5UTR	554	4166120	98995	42.0841
5UTR	555	4165676	98995	42.0797
5UTR	556	4158624	98820	42.0828
5UTR	557	4157033	98820	42.0667
5UTR	558	4157489	98820	42.0713
5UTR	559	4155687	98820	42.0531
5UTR	560	4153637	98820	42.0324
5UTR	561	4154296	98820	42.039
5UTR	562	4146714	98645	42.0367
5UTR	563	4146259	98470	42.1068
5UTR	564	4145690	98470	42.101
5UTR	565	4143899	98470	42.0829
5UTR	566	4144619	98470	42.0902
5UTR	567	4146291	98470	42.1071
5UTR	568	4145335	98470	42.0974
5UTR	569	4148681	98470	42.1314
5UTR	570	4150341	98470	42.1483
5UTR	571	4148593	98295	42.2055
5UTR	572	4149340	98295	42.2131
5UTR	573	4149209	98295	42.2118
5UTR	574	4150073	98295	42.2206
5UTR	575	4149040	98295	42.2101
5UTR	576	4140093	98120	42.1942
5UTR	577	4137827	98120	42.1711
5UTR	578	4139716	98120	42.1903
5UTR	579	4135341	97945	42.2211
5UTR	580	4134159	97945	42.209
5UTR	581	4133737	97945	42.2047
5UTR	582	4129444	97770	42.2363
5UTR	583	4130461	97770	42.2467
5UTR	584	4132740	97770	42.27
5UTR	585	4136256	97770	42.306
5UTR	586	4137796	97770	42.3217
5UTR	587	4138373	97770	42.3276
5UTR	588	4138998	97770	42.334
5UTR	589	4138070	97770	42.3245
5UTR	590	4136761	97770	42.3111
5UTR	591	4137966	97770	42.3235
5UTR	592	4136794	97770	42.3115
5UTR	593	4138415	97770	42.3281
5UTR	594	4138093	97770	42.3248
5UTR	595	4118628	97246	42.3527
5UTR	596	4117950	97246	42.3457
5UTR	597	4114551	97071	42.387
5UTR	598	4112906	97071	42.3701
5UTR	599	4102817	96896	42.3425
5UTR	600	4101871	96896	42.3327
5UTR	601	4099764	96896	42.311
5UTR	602	4098707	96896	42.3001
5UTR	603	4100248	96896	42.316
5UTR	604	4092276	96721	42.3101
5UTR	605	4091854	96721	42.3057
5UTR	606	4090693	96721	42.2937
5UTR	607	4091457	96721	42.3016
5UTR	608	4081847	96546	42.2788
5UTR	609	4078819	96546	42.2474
5UTR	610	4077384	96546	42.2326
5UTR	611	4080390	96546	42.2637
5UTR	612	4079145	96546	42.2508
5UTR	613	4079767	96546	42.2572
5UTR	614	4080323	96546	42.263
5UTR	615	4079458	96546	42.254
5UTR	616	4078506	96546	42.2442
5UTR	617	4079050	96546	42.2498
5UTR	618	4076602	96546	42.2245
5UTR	619	4076047	96546	42.2187
5UTR	620	4073346	96546	42.1907
5UTR	621	4072818	96546	42.1853
5UTR	622	4071909	96546	42.1758
5UTR	623	4072201	96546	42.1789
5UTR	624	4071570	96371	42.2489
5UTR	625	4072159	96371	42.255
5UTR	626	4073860	96371	42.2727
5UTR	627	4074189	96371	42.2761
5UTR	628	4065615	96021	42.3409
5UTR	629	4067527	96021	42.3608
5UTR	630	4066404	96021	42.3491
5UTR	631	4066684	96021	42.352
5UTR	632	4070392	96021	42.3906
5UTR	633	4059120	95671	42.4279
5UTR	634	4057159	95671	42.4074
5UTR	635	4056835	95671	42.404
5UTR	636	4056763	95671	42.4033
5UTR	637	4055877	95496	42.4717
5UTR	638	4054691	95496	42.4593
5UTR	639	4053716	95496	42.4491
5UTR	640	4051656	95496	42.4275
5UTR	641	4050532	95496	42.4157
5UTR	642	4044690	95321	42.4323
5UTR	643	4045518	95321	42.441
5UTR	644	4043129	95146	42.4939
5UTR	645	4044886	95146	42.5124
5UTR	646	4045434	95146	42.5182
5UTR	647	4047945	95146	42.5446
5UTR	648	4049673	95146	42.5627
5UTR	649	4050723	95146	42.5738
5UTR	650	4050318	95146	42.5695
5UTR	651	4050508	95146	42.5715
5UTR	652	4050553	95146	42.572
5UTR	653	4050045	95146	42.5666
5UTR	654	4050744	95146	42.574
5UTR	655	4049690	95146	42.5629
5UTR	656	4049901	95146	42.5651
5UTR	657	4048001	95146	42.5452
5UTR	658	4048281	95146	42.5481
5UTR	659	4048700	95146	42.5525
5UTR	660	4046473	95146	42.5291
5UTR	661	4044045	95146	42.5036
5UTR	662	4043907	95146	42.5021
5UTR	663	4043790	95146	42.5009
5UTR	664	4043921	95146	42.5023
5UTR	665	4045004	95146	42.5137
5UTR	666	4044110	95146	42.5043
5UTR	667	4044380	95146	42.5071
5UTR	668	4046153	95146	42.5257
5UTR	669	4042603	95146	42.4884
5UTR	670	4040695	94971	42.5466
5UTR	671	4041180	94971	42.5517
5UTR	672	4039128	94971	42.5301
5UTR	673	4040081	94971	42.5402
5UTR	674	4039520	94971	42.5342
5UTR	675	4038677	94971	42.5254
5UTR	676	4040049	94971	42.5398
5UTR	677	4043645	94971	42.5777
5UTR	678	4034065	94796	42.5552
5UTR	679	4036093	94796	42.5766
5UTR	680	4035964	94796	42.5753
5UTR	681	4034507	94796	42.5599
5UTR	682	4035346	94796	42.5687
5UTR	683	4036123	94796	42.5769
5UTR	684	4033874	94796	42.5532
5UTR	685	4031808	94796	42.5314
5UTR	686	4032378	94796	42.5374
5UTR	687	4028400	94621	42.5741
5UTR	688	4027744	94621	42.5671
5UTR	689	4029173	94621	42.5822
5UTR	690	4030825	94621	42.5997
5UTR	691	4030395	94621	42.5951
5UTR	692	4030685	94621	42.5982
5UTR	693	4032441	94621	42.6168
5UTR	694	4033440	94621	42.6273
5UTR	695	4035123	94621	42.6451
5UTR	696	4035372	94621	42.6477
5UTR	697	4034589	94621	42.6395
5UTR	698	4033421	94621	42.6271
5UTR	699	4036145	94621	42.6559
5UTR	700	4036611	94621	42.6608
5UTR	701	4037286	94621	42.668
5UTR	702	4040794	94621	42.705
5UTR	703	4038258	94621	42.6782
5UTR	704	4036762	94621	42.6624
5UTR	705	4030802	94446	42.6784
5UTR	706	4029960	94446	42.6695
5UTR	707	4029509	94446	42.6647
5UTR	708	4030825	94446	42.6786
5UTR	709	4030667	94446	42.6769
5UTR	710	4033080	94446	42.7025
5UTR	711	4031758	94446	42.6885
5UTR	712	4026466	94271	42.7116
5UTR	713	4026889	94271	42.7161
5UTR	714	4026561	94271	42.7126
5UTR	715	4017252	94096	42.6931
5UTR	716	4018380	94096	42.7051
5UTR	717	4018634	94096	42.7078
5UTR	718	4017567	94096	42.6965
5UTR	719	4015352	94096	42.6729
5UTR	720	4015865	94096	42.6784
5UTR	721	4013056	94096	42.6485
5UTR	722	4012284	94096	42.6403
5UTR	723	4012423	94096	42.6418
5UTR	724	4012671	94096	42.6444
5UTR	725	4011068	94096	42.6274
5UTR	726	4010384	94096	42.6201
5UTR	727	4010469	94096	42.621
5UTR	728	4010898	94096	42.6256
5UTR	729	4009343	94096	42.6091
5UTR	730	4009456	94096	42.6103
5UTR	731	4004000	93921	42.6316
5UTR	732	4002985	93921	42.6208
5UTR	733	4002115	93921	42.6115
5UTR	734	4004049	93921	42.6321
5UTR	735	3997485	93746	42.6417
5UTR	736	3997173	93746	42.6383
5UTR	737	3996941	93746	42.6359
5UTR	738	3996620	93746	42.6324
5UTR	739	3996942	93746	42.6359
5UTR	740	3998585	93746	42.6534
5UTR	741	3998374	93746	42.6511
5UTR	742	3999737	93746	42.6657
5UTR	743	3998612	93746	42.6537
5UTR	744	3999259	93746	42.6606
5UTR	745	3997934	93746	42.6464
5UTR	746	3996134	93746	42.6272
5UTR	747	3993612	93746	42.6003
5UTR	748	3993415	93746	42.5982
5UTR	749	3988510	93571	42.6255
5UTR	750	3986635	93571	42.6055
5UTR	751	3985760	93571	42.5961
5UTR	752	3985936	93571	42.598
5UTR	753	3986270	93571	42.6016
5UTR	754	3977820	93396	42.5909
5UTR	755	3976824	93396	42.5802
5UTR	756	3975208	93396	42.5629
5UTR	757	3985737	93396	42.6757
5UTR	758	3983098	93396	42.6474
5UTR	759	3981086	93396	42.6259
5UTR	760	3973999	93396	42.55
5UTR	761	3974725	93396	42.5578
5UTR	762	3971571	93396	42.524
5UTR	763	3967123	93221	42.5561
5UTR	764	3969092	93221	42.5772
5UTR	765	3969140	93221	42.5777
5UTR	766	3968481	93221	42.5707
5UTR	767	3967474	93221	42.5599
5UTR	768	3964140	93221	42.5241
5UTR	769	3965732	93221	42.5412
5UTR	770	3965138	93221	42.5348
5UTR	771	3964869	93221	42.5319
5UTR	772	3964894	93221	42.5322
5UTR	773	3964940	93221	42.5327
5UTR	774	3963132	93046	42.5933
5UTR	775	3963585	93046	42.5981
5UTR	776	3963367	93046	42.5958
5UTR	777	3960775	93046	42.5679
5UTR	778	3960512	93046	42.5651
5UTR	779	3958146	93046	42.5397
5UTR	780	3956408	93046	42.521
5UTR	781	3956358	93046	42.5205
5UTR	782	3955805	93046	42.5145
5UTR	783	3955147	93046	42.5074
5UTR	784	3954812	93046	42.5038
5UTR	785	3954681	93046	42.5024
5UTR	786	3952908	93046	42.4834
5UTR	787	3951500	93046	42.4682
5UTR	788	3947605	93046	42.4264
5UTR	789	3946413	93046	42.4136
5UTR	790	3946264	93046	42.412
5UTR	791	3939876	92872	42.4226
5UTR	792	3935364	92697	42.4541
5UTR	793	3929134	92522	42.467
5UTR	794	3930006	92522	42.4764
5UTR	795	3930678	92522	42.4837
5UTR	796	3929972	92522	42.4761
5UTR	797	3927365	92522	42.4479
5UTR	798	3928040	92522	42.4552
5UTR	799	3927716	92522	42.4517
5UTR	800	3927277	92522	42.447
5UTR	801	3926915	92522	42.443
5UTR	802	3924393	92522	42.4158
5UTR	803	3925058	92522	42.423
5UTR	804	3924749	92522	42.4196
5UTR	805	3925910	92522	42.4322
5UTR	806	3919418	92347	42.4423
5UTR	807	3921009	92347	42.4595
5UTR	808	3918935	92347	42.4371
5UTR	809	3919689	92347	42.4452
5UTR	810	3919005	92347	42.4378
5UTR	811	3919275	92347	42.4407
5UTR	812	3918861	92347	42.4363
5UTR	813	3917085	92347	42.417
5UTR	814	3914135	92347	42.3851
5UTR	815	3912749	92347	42.3701
5UTR	816	3906683	92172	42.3847
5UTR	817	3905787	92172	42.375
5UTR	818	3910893	92172	42.4304
5UTR	819	3910235	92172	42.4232
5UTR	820	3907463	92172	42.3932
5UTR	821	3908537	92172	42.4048
5UTR	822	3905717	92172	42.3742
5UTR	823	3905817	92172	42.3753
5UTR	824	3905711	92172	42.3742
5UTR	825	3907183	92172	42.3901
5UTR	826	3906917	92172	42.3872
5UTR	827	3901877	91997	42.4131
5UTR	828	3897740	91822	42.4489
5UTR	829	3892162	91647	42.4691
5UTR	830	3890538	91647	42.4513
5UTR	831	3889373	91647	42.4386
5UTR	832	3892785	91647	42.4759
5UTR	833	3892573	91647	42.4735
5UTR	834	3891533	91647	42.4622
5UTR	835	3892527	91647	42.473
5UTR	836	3893071	91647	42.479
5UTR	837	3892023	91647	42.4675
5UTR	838	3890370	91647	42.4495
5UTR	839	3891039	91647	42.4568
5UTR	840	3890710	91647	42.4532
5UTR	841	3889502	91647	42.44
5UTR	842	3888745	91647	42.4318
5UTR	843	3887321	91647	42.4162
5UTR	844	3887554	91647	42.4188
5UTR	845	3886848	91647	42.4111
5UTR	846	3888434	91647	42.4284
5UTR	847	3881659	91472	42.4355
5UTR	848	3879603	91472	42.413
5UTR	849	3875684	91472	42.3702
5UTR	850	3871438	91297	42.4049
5UTR	851	3872729	91297	42.419
5UTR	852	3863994	91122	42.4046
5UTR	853	3863246	91122	42.3964
5UTR	854	3867140	91122	42.4391
5UTR	855	3866413	91122	42.4312
5UTR	856	3868074	91122	42.4494
5UTR	857	3867838	91122	42.4468
5UTR	858	3867902	91122	42.4475
5UTR	859	3868649	91122	42.4557
5UTR	860	3868157	91122	42.4503
5UTR	861	3867699	91122	42.4453
5UTR	862	3869206	91122	42.4618
5UTR	863	3867470	90948	42.524
5UTR	864	3867146	90948	42.5204
5UTR	865	3867458	90948	42.5238
5UTR	866	3868156	90773	42.6135
5UTR	867	3857036	89723	42.9883
5UTR	868	3855479	89723	42.9709
5UTR	869	3853920	89723	42.9535
5UTR	870	3857495	89723	42.9934
5UTR	871	3857943	89723	42.9984
5UTR	872	3860737	89723	43.0295
5UTR	873	3862251	89723	43.0464
5UTR	874	3861756	89723	43.0409
5UTR	875	3860881	89723	43.0311
5UTR	876	3858522	89723	43.0048
5UTR	877	3859367	89723	43.0142
5UTR	878	3862006	89723	43.0437
5UTR	879	3863497	89723	43.0603
5UTR	880	3866284	89723	43.0913
5UTR	881	3869614	89723	43.1285
5UTR	882	3870136	89723	43.1343
5UTR	883	3872784	89723	43.1638
5UTR	884	3874166	89723	43.1792
5UTR	885	3873921	89723	43.1765
5UTR	886	3875550	89723	43.1946
5UTR	887	3875786	89723	43.1972
5UTR	888	3856892	89198	43.2397
5UTR	889	3858256	89198	43.255
5UTR	890	3859021	89198	43.2635
5UTR	891	3856005	89023	43.3147
5UTR	892	3856689	89023	43.3224
5UTR	893	3857846	89023	43.3354
5UTR	894	3858482	89023	43.3425
5UTR	895	3860222	89023	43.3621
5UTR	896	3860162	89023	43.3614
5UTR	897	3860547	89023	43.3657
5UTR	898	3862524	89023	43.3879
5UTR	899	3858764	88848	43.4311
5UTR	900	3858355	88848	43.4265
5UTR	901	3860238	88848	43.4477
5UTR	902	3863337	88848	43.4825
5UTR	903	3862757	88848	43.476
5UTR	904	3861396	88848	43.4607
5UTR	905	3863024	88848	43.479
5UTR	906	3861957	88848	43.467
5UTR	907	3861818	88848	43.4654
5UTR	908	3863283	88848	43.4819
5UTR	909	3857209	88673	43.4993
5UTR	910	3857153	88673	43.4986
5UTR	911	3855100	88673	43.4755
5UTR	912	3856552	88673	43.4918
5UTR	913	3858429	88673	43.513
5UTR	914	3858843	88673	43.5177
5UTR	915	3857829	88673	43.5062
5UTR	916	3858795	88673	43.5171
5UTR	917	3861766	88673	43.5506
5UTR	918	3861269	88673	43.545
5UTR	919	3862100	88673	43.5544
5UTR	920	3863081	88673	43.5655
5UTR	921	3863247	88673	43.5673
5UTR	922	3865451	88673	43.5922
5UTR	923	3863117	88498	43.652
5UTR	924	3863693	88498	43.6585
5UTR	925	3864805	88498	43.6711
5UTR	926	3866934	88498	43.6952
5UTR	927	3866865	88498	43.6944
5UTR	928	3867977	88498	43.7069
5UTR	929	3868385	88498	43.7116
5UTR	930	3870421	88498	43.7346
5UTR	931	3871349	88498	43.745
5UTR	932	3865126	88323	43.7613
5UTR	933	3863377	88323	43.7415
5UTR	934	3863562	88323	43.7436
5UTR	935	3862465	88323	43.7311
5UTR	936	3860304	88323	43.7067
5UTR	937	3860858	88323	43.7129
5UTR	938	3861342	88323	43.7184
5UTR	939	3862143	88323	43.7275
5UTR	940	3863651	88323	43.7446
5UTR	941	3864853	88323	43.7582
5UTR	942	3866349	88323	43.7751
5UTR	943	3867136	88323	43.784
5UTR	944	3867725	88323	43.7907
5UTR	945	3870267	88323	43.8195
5UTR	946	3866376	88149	43.8618
5UTR	947	3866518	88149	43.8634
5UTR	948	3867473	88149	43.8743
5UTR	949	3868086	88149	43.8812
5UTR	950	3868169	88149	43.8822
5UTR	951	3867716	88149	43.877
5UTR	952	3869762	88149	43.9002
5UTR	953	3861330	87799	43.9792
5UTR	954	3858351	87799	43.9453
5UTR	955	3858931	87799	43.9519
5UTR	956	3860493	87799	43.9697
5UTR	957	3862423	87799	43.9917
5UTR	958	3864122	87799	44.011
5UTR	959	3856725	87624	44.0145
5UTR	960	3859313	87624	44.044
5UTR	961	3860109	87624	44.0531
5UTR	962	3860848	87624	44.0615
5UTR	963	3861135	87624	44.0648
5UTR	964	3861669	87624	44.0709
5UTR	965	3853114	87449	44.0613
5UTR	966	3847282	87274	44.0828
5UTR	967	3848220	87274	44.0935
5UTR	968	3848603	87274	44.0979
5UTR	969	3850946	87274	44.1248
5UTR	970	3847684	87274	44.0874
5UTR	971	3848422	87274	44.0959
5UTR	972	3849303	87274	44.106
5UTR	973	3838467	87099	44.0702
5UTR	974	3836957	87099	44.0528
5UTR	975	3837513	87099	44.0592
5UTR	976	3838568	87099	44.0713
5UTR	977	3836555	87099	44.0482
5UTR	978	3835255	87099	44.0333
5UTR	979	3834936	87099	44.0296
5UTR	980	3836220	87099	44.0444
5UTR	981	3834792	87099	44.028
5UTR	982	3831125	86924	44.0744
5UTR	983	3829815	86924	44.0594
5UTR	984	3827349	86749	44.1198
5UTR	985	3827156	86749	44.1176
5UTR	986	3827757	86749	44.1245
5UTR	987	3830776	86749	44.1593
5UTR	988	3829862	86749	44.1488
5UTR	989	3829677	86749	44.1466
5UTR	990	3828968	86749	44.1385
5UTR	991	3828480	86749	44.1328
5UTR	992	3827692	86749	44.1238
5UTR	993	3827725	86749	44.1241
5UTR	994	3826972	86749	44.1155
5UTR	995	3824683	86749	44.0891
5UTR	996	3826659	86749	44.1119
5UTR	997	3828781	86749	44.1363
5UTR	998	3827244	86749	44.1186
5UTR	999	3824193	86749	44.0834
5UTR	1000	3826107	86749	44.1055
5UTR	1001	3826615	86749	44.1113
5UTR	1002	3824622	86749	44.0884
5UTR	1003	3824972	86749	44.0924
5UTR	1004	3823059	86749	44.0704
5UTR	1005	3821588	86749	44.0534
5UTR	1006	3823066	86749	44.0704
5UTR	1007	3819785	86574	44.1216
5UTR	1008	3819899	86574	44.1229
5UTR	1009	3819719	86574	44.1209
5UTR	1010	3819215	86574	44.115
5UTR	1011	3821363	86574	44.1398
5UTR	1012	3820656	86574	44.1317
5UTR	1013	3820465	86574	44.1295
5UTR	1014	3821947	86574	44.1466
5UTR	1015	3823037	86574	44.1592
5UTR	1016	3822774	86574	44.1561
5UTR	1017	3822170	86574	44.1492
5UTR	1018	3821771	86574	44.1446
5UTR	1019	3823018	86574	44.159
5UTR	1020	3822224	86574	44.1498
5UTR	1021	3824097	86574	44.1714
5UTR	1022	3824470	86574	44.1757
5UTR	1023	3823082	86574	44.1597
5UTR	1024	3823926	86574	44.1695
5UTR	1025	3823993	86574	44.1702
5UTR	1026	3822880	86574	44.1574
5UTR	1027	3823683	86574	44.1666
